2010-06-01 00:00:00.000;14;Eggenberg;M;9734
2010-06-01 00:00:00.000;14;Eggenberg;W;10666
2010-06-01 00:00:00.000;15;Wetzelsdorf;M;6960
2010-06-01 00:00:00.000;15;Wetzelsdorf;W;8035
2010-06-01 00:00:00.000;16;Straßgang;M;7130
2010-06-01 00:00:00.000;16;Straßgang;W;7495
2010-06-01 00:00:00.000;17;Puntigam;M;4044
2010-06-01 00:00:00.000;17;Puntigam;W;3714
2010-07-01 00:00:00.000;1;Innere Stadt;M;2131
2010-07-01 00:00:00.000;1;Innere Stadt;W;1960
2010-07-01 00:00:00.000;2;St.Leonhard;M;8378
2010-07-01 00:00:00.000;2;St.Leonhard;W;9038
2010-07-01 00:00:00.000;3;Geidorf;M;12802
2010-07-01 00:00:00.000;3;Geidorf;W;14966
2010-07-01 00:00:00.000;4;Lend;M;14946
2010-07-01 00:00:00.000;4;Lend;W;15758
2010-07-01 00:00:00.000;5;Gries;M;14854
2010-07-01 00:00:00.000;5;Gries;W;13857
2010-07-01 00:00:00.000;6;Jakomini;M;17368
2010-07-01 00:00:00.000;6;Jakomini;W;17220
2010-07-01 00:00:00.000;7;Liebenau;M;6665
2010-07-01 00:00:00.000;7;Liebenau;W;7100
2010-07-01 00:00:00.000;8;St.Peter;M;7365
2010-07-01 00:00:00.000;8;St.Peter;W;8112
2010-07-01 00:00:00.000;9;Waltendorf;M;6215
2010-07-01 00:00:00.000;9;Waltendorf;W;6743
2010-07-01 00:00:00.000;10;Ries;M;2884
2010-07-01 00:00:00.000;10;Ries;W;3581
2010-07-01 00:00:00.000;11;Mariatrost;M;4892
2010-07-01 00:00:00.000;11;Mariatrost;W;5352
2010-07-01 00:00:00.000;12;Andritz;M;9258
2010-07-01 00:00:00.000;12;Andritz;W;10028
2010-07-01 00:00:00.000;13;Gösting;M;5410
2010-07-01 00:00:00.000;13;Gösting;W;5684
2010-07-01 00:00:00.000;14;Eggenberg;M;9701
2010-07-01 00:00:00.000;14;Eggenberg;W;10640
2010-07-01 00:00:00.000;15;Wetzelsdorf;M;6958
2010-07-01 00:00:00.000;15;Wetzelsdorf;W;8063
2010-07-01 00:00:00.000;16;Straßgang;M;7132
2010-07-01 00:00:00.000;16;Straßgang;W;7510
2010-07-01 00:00:00.000;17;Puntigam;M;4053
2010-07-01 00:00:00.000;17;Puntigam;W;3692
2010-08-01 00:00:00.000;1;Innere Stadt;M;2132
2010-08-01 00:00:00.000;1;Innere Stadt;W;1961
2010-08-01 00:00:00.000;2;St.Leonhard;M;8329
2010-08-01 00:00:00.000;2;St.Leonhard;W;9003
2010-08-01 00:00:00.000;3;Geidorf;M;12731
2010-08-01 00:00:00.000;3;Geidorf;W;14860
2010-08-01 00:00:00.000;4;Lend;M;14904
2010-08-01 00:00:00.000;4;Lend;W;15715
2010-08-01 00:00:00.000;5;Gries;M;14769
2010-08-01 00:00:00.000;5;Gries;W;13831
2010-08-01 00:00:00.000;6;Jakomini;M;17261
2010-08-01 00:00:00.000;6;Jakomini;W;17103
2010-08-01 00:00:00.000;7;Liebenau;M;6678
2010-08-01 00:00:00.000;7;Liebenau;W;7125
2010-08-01 00:00:00.000;8;St.Peter;M;7389
2010-08-01 00:00:00.000;8;St.Peter;W;8142
2010-08-01 00:00:00.000;9;Waltendorf;M;6199
2010-08-01 00:00:00.000;9;Waltendorf;W;6737
2010-08-01 00:00:00.000;10;Ries;M;2874
2010-08-01 00:00:00.000;10;Ries;W;3584
2010-08-01 00:00:00.000;11;Mariatrost;M;4875
2010-08-01 00:00:00.000;11;Mariatrost;W;5354
2010-08-01 00:00:00.000;12;Andritz;M;9241
2010-08-01 00:00:00.000;12;Andritz;W;10025
2010-08-01 00:00:00.000;13;Gösting;M;5402
2010-08-01 00:00:00.000;13;Gösting;W;5677
2010-08-01 00:00:00.000;14;Eggenberg;M;9687
2010-08-01 00:00:00.000;14;Eggenberg;W;10618
2010-08-01 00:00:00.000;15;Wetzelsdorf;M;6960
2010-08-01 00:00:00.000;15;Wetzelsdorf;W;8073
2010-08-01 00:00:00.000;16;Straßgang;M;7147
2010-08-01 00:00:00.000;16;Straßgang;W;7513
2010-08-01 00:00:00.000;17;Puntigam;M;4059
2010-08-01 00:00:00.000;17;Puntigam;W;3689
2010-09-01 00:00:00.000;1;Innere Stadt;M;2113
2010-09-01 00:00:00.000;1;Innere Stadt;W;1953
2010-09-01 00:00:00.000;2;St.Leonhard;M;8310
2010-09-01 00:00:00.000;2;St.Leonhard;W;8952
2010-09-01 00:00:00.000;3;Geidorf;M;12721
2010-09-01 00:00:00.000;3;Geidorf;W;14849
2010-09-01 00:00:00.000;4;Lend;M;14885
2010-09-01 00:00:00.000;4;Lend;W;15677
2010-09-01 00:00:00.000;5;Gries;M;14781
2010-09-01 00:00:00.000;5;Gries;W;13852
2010-09-01 00:00:00.000;6;Jakomini;M;17216
2010-09-01 00:00:00.000;6;Jakomini;W;17099
2010-09-01 00:00:00.000;7;Liebenau;M;6682
2010-09-01 00:00:00.000;7;Liebenau;W;7119
2010-09-01 00:00:00.000;8;St.Peter;M;7400
2010-09-01 00:00:00.000;8;St.Peter;W;8172
2010-09-01 00:00:00.000;9;Waltendorf;M;6203
2010-09-01 00:00:00.000;9;Waltendorf;W;6743
2010-09-01 00:00:00.000;10;Ries;M;2855
2010-09-01 00:00:00.000;10;Ries;W;3573
2010-09-01 00:00:00.000;11;Mariatrost;M;4869
2010-09-01 00:00:00.000;11;Mariatrost;W;5340
2010-09-01 00:00:00.000;12;Andritz;M;9236
2010-09-01 00:00:00.000;12;Andritz;W;10004
2010-09-01 00:00:00.000;13;Gösting;M;5378
2010-09-01 00:00:00.000;13;Gösting;W;5694
2010-09-01 00:00:00.000;14;Eggenberg;M;9670
2010-09-01 00:00:00.000;14;Eggenberg;W;10623
2010-09-01 00:00:00.000;15;Wetzelsdorf;M;6970
2010-09-01 00:00:00.000;15;Wetzelsdorf;W;8094
2010-09-01 00:00:00.000;16;Straßgang;M;7180
2010-09-01 00:00:00.000;16;Straßgang;W;7566
2010-09-01 00:00:00.000;17;Puntigam;M;4044
2010-09-01 00:00:00.000;17;Puntigam;W;3678
2010-10-01 00:00:00.000;1;Innere Stadt;M;2134
2010-10-01 00:00:00.000;1;Innere Stadt;W;1974
2010-10-01 00:00:00.000;2;St.Leonhard;M;8404
2010-10-01 00:00:00.000;2;St.Leonhard;W;9042
2010-10-01 00:00:00.000;3;Geidorf;M;12872
2010-10-01 00:00:00.000;3;Geidorf;W;15052
2010-10-01 00:00:00.000;4;Lend;M;15153
2010-10-01 00:00:00.000;4;Lend;W;16020
2010-10-01 00:00:00.000;5;Gries;M;14896
2010-10-01 00:00:00.000;5;Gries;W;13982
2010-10-01 00:00:00.000;6;Jakomini;M;17443
2010-10-01 00:00:00.000;6;Jakomini;W;17365
2010-10-01 00:00:00.000;7;Liebenau;M;6671
2010-10-01 00:00:00.000;7;Liebenau;W;7120
2010-10-01 00:00:00.000;8;St.Peter;M;7414
2010-10-01 00:00:00.000;8;St.Peter;W;8213
2010-10-01 00:00:00.000;9;Waltendorf;M;6212
2010-10-01 00:00:00.000;9;Waltendorf;W;6766
2010-10-01 00:00:00.000;10;Ries;M;2871
2010-10-01 00:00:00.000;10;Ries;W;3586
2010-10-01 00:00:00.000;11;Mariatrost;M;4882
2010-10-01 00:00:00.000;11;Mariatrost;W;5358
2010-10-01 00:00:00.000;12;Andritz;M;9265
2010-10-01 00:00:00.000;12;Andritz;W;10009
2010-10-01 00:00:00.000;13;Gösting;M;5386
2010-10-01 00:00:00.000;13;Gösting;W;5666
2010-10-01 00:00:00.000;14;Eggenberg;M;9740
2010-10-01 00:00:00.000;14;Eggenberg;W;10678
2010-10-01 00:00:00.000;15;Wetzelsdorf;M;6975
2010-10-01 00:00:00.000;15;Wetzelsdorf;W;8105
2010-10-01 00:00:00.000;16;Straßgang;M;7228
2010-10-01 00:00:00.000;16;Straßgang;W;7585
2010-10-01 00:00:00.000;17;Puntigam;M;4038
2010-10-01 00:00:00.000;17;Puntigam;W;3672
2010-11-01 00:00:00.000;1;Innere Stadt;M;2158
2010-11-01 00:00:00.000;1;Innere Stadt;W;1985
2010-11-01 00:00:00.000;2;St.Leonhard;M;8552
2010-11-01 00:00:00.000;2;St.Leonhard;W;9187
2010-11-01 00:00:00.000;3;Geidorf;M;12972
2010-11-01 00:00:00.000;3;Geidorf;W;15198
2010-11-01 00:00:00.000;4;Lend;M;15264
2010-11-01 00:00:00.000;4;Lend;W;16099
2010-11-01 00:00:00.000;5;Gries;M;14981
2010-11-01 00:00:00.000;5;Gries;W;14047
2010-11-01 00:00:00.000;6;Jakomini;M;17567
2010-11-01 00:00:00.000;6;Jakomini;W;17520
2010-11-01 00:00:00.000;7;Liebenau;M;6714
2010-11-01 00:00:00.000;7;Liebenau;W;7171
2010-11-01 00:00:00.000;8;St.Peter;M;7435
2010-11-01 00:00:00.000;8;St.Peter;W;8235
2010-11-01 00:00:00.000;9;Waltendorf;M;6218
2010-11-01 00:00:00.000;9;Waltendorf;W;6795
2010-11-01 00:00:00.000;10;Ries;M;2898
2010-11-01 00:00:00.000;10;Ries;W;3624
2010-11-01 00:00:00.000;11;Mariatrost;M;4923
2010-11-01 00:00:00.000;11;Mariatrost;W;5434
2010-11-01 00:00:00.000;12;Andritz;M;9310
2010-11-01 00:00:00.000;12;Andritz;W;10046
2010-11-01 00:00:00.000;13;Gösting;M;5368
2010-11-01 00:00:00.000;13;Gösting;W;5675
2010-11-01 00:00:00.000;14;Eggenberg;M;9765
2010-11-01 00:00:00.000;14;Eggenberg;W;10712
2010-11-01 00:00:00.000;15;Wetzelsdorf;M;6967
2010-11-01 00:00:00.000;15;Wetzelsdorf;W;8109
2010-11-01 00:00:00.000;16;Straßgang;M;7226
2010-11-01 00:00:00.000;16;Straßgang;W;7601
2010-11-01 00:00:00.000;17;Puntigam;M;4040
2010-11-01 00:00:00.000;17;Puntigam;W;3669
2010-12-01 00:00:00.000;1;Innere Stadt;M;2151
2010-12-01 00:00:00.000;1;Innere Stadt;W;1989
2010-12-01 00:00:00.000;2;St.Leonhard;M;8592
2010-12-01 00:00:00.000;2;St.Leonhard;W;9184
2010-12-01 00:00:00.000;3;Geidorf;M;12927
2010-12-01 00:00:00.000;3;Geidorf;W;15183
2010-12-01 00:00:00.000;4;Lend;M;15286
2010-12-01 00:00:00.000;4;Lend;W;16125
2010-12-01 00:00:00.000;5;Gries;M;15019
2010-12-01 00:00:00.000;5;Gries;W;14095
2010-12-01 00:00:00.000;6;Jakomini;M;17582
2010-12-01 00:00:00.000;6;Jakomini;W;17505
2010-12-01 00:00:00.000;7;Liebenau;M;6741
2010-12-01 00:00:00.000;7;Liebenau;W;7207
2010-12-01 00:00:00.000;8;St.Peter;M;7432
2010-12-01 00:00:00.000;8;St.Peter;W;8220
2010-12-01 00:00:00.000;9;Waltendorf;M;6213
2010-12-01 00:00:00.000;9;Waltendorf;W;6812
2010-12-01 00:00:00.000;10;Ries;M;2893
2010-12-01 00:00:00.000;10;Ries;W;3636
2010-12-01 00:00:00.000;11;Mariatrost;M;4920
2010-12-01 00:00:00.000;11;Mariatrost;W;5426
2010-12-01 00:00:00.000;12;Andritz;M;9319
2010-12-01 00:00:00.000;12;Andritz;W;10065
2010-12-01 00:00:00.000;13;Gösting;M;5385
2010-12-01 00:00:00.000;13;Gösting;W;5689
2010-12-01 00:00:00.000;14;Eggenberg;M;9743
2010-12-01 00:00:00.000;14;Eggenberg;W;10730
2010-12-01 00:00:00.000;15;Wetzelsdorf;M;6979
2010-12-01 00:00:00.000;15;Wetzelsdorf;W;8124
2010-12-01 00:00:00.000;16;Straßgang;M;7204
2010-12-01 00:00:00.000;16;Straßgang;W;7595
2010-12-01 00:00:00.000;17;Puntigam;M;4044
2010-12-01 00:00:00.000;17;Puntigam;W;3687
2011-01-01 00:00:00.000;1;Innere Stadt;M;2137
2011-01-01 00:00:00.000;1;Innere Stadt;W;2010
2011-01-01 00:00:00.000;2;St.Leonhard;M;8603
2011-01-01 00:00:00.000;2;St.Leonhard;W;9174
2011-01-01 00:00:00.000;3;Geidorf;M;12893
2011-01-01 00:00:00.000;3;Geidorf;W;15151
2011-01-01 00:00:00.000;4;Lend;M;15293
2011-01-01 00:00:00.000;4;Lend;W;16140
2011-01-01 00:00:00.000;5;Gries;M;14972
2011-01-01 00:00:00.000;5;Gries;W;14069
2011-01-01 00:00:00.000;6;Jakomini;M;17535
2011-01-01 00:00:00.000;6;Jakomini;W;17504
2011-01-01 00:00:00.000;7;Liebenau;M;6748
2011-01-01 00:00:00.000;7;Liebenau;W;7211
2011-01-01 00:00:00.000;8;St.Peter;M;7437
2011-01-01 00:00:00.000;8;St.Peter;W;8209
2011-01-01 00:00:00.000;9;Waltendorf;M;6220
2011-01-01 00:00:00.000;9;Waltendorf;W;6810
2011-01-01 00:00:00.000;10;Ries;M;2893
2011-01-01 00:00:00.000;10;Ries;W;3626
2011-01-01 00:00:00.000;11;Mariatrost;M;4908
2011-01-01 00:00:00.000;11;Mariatrost;W;5429
2011-01-01 00:00:00.000;12;Andritz;M;9328
2011-01-01 00:00:00.000;12;Andritz;W;10068
2011-01-01 00:00:00.000;13;Gösting;M;5394
2011-01-01 00:00:00.000;13;Gösting;W;5694
2011-01-01 00:00:00.000;14;Eggenberg;M;9737
2011-01-01 00:00:00.000;14;Eggenberg;W;10712
2011-01-01 00:00:00.000;15;Wetzelsdorf;M;6983
2011-01-01 00:00:00.000;15;Wetzelsdorf;W;8126
2011-01-01 00:00:00.000;16;Straßgang;M;7218
2011-01-01 00:00:00.000;16;Straßgang;W;7609
2011-01-01 00:00:00.000;17;Puntigam;M;4029
2011-01-01 00:00:00.000;17;Puntigam;W;3668
2011-02-01 00:00:00.000;1;Innere Stadt;M;2143
2011-02-01 00:00:00.000;1;Innere Stadt;W;2014
2011-02-01 00:00:00.000;2;St.Leonhard;M;8592
2011-02-01 00:00:00.000;2;St.Leonhard;W;9168
2011-02-01 00:00:00.000;3;Geidorf;M;12775
2011-02-01 00:00:00.000;3;Geidorf;W;15071
2011-02-01 00:00:00.000;4;Lend;M;15300
2011-02-01 00:00:00.000;4;Lend;W;16142
2011-02-01 00:00:00.000;5;Gries;M;15051
2011-02-01 00:00:00.000;5;Gries;W;14094
2011-02-01 00:00:00.000;6;Jakomini;M;17532
2011-02-01 00:00:00.000;6;Jakomini;W;17462
2011-02-01 00:00:00.000;7;Liebenau;M;6759
2011-02-01 00:00:00.000;7;Liebenau;W;7225
2011-02-01 00:00:00.000;8;St.Peter;M;7430
2011-02-01 00:00:00.000;8;St.Peter;W;8208
2011-02-01 00:00:00.000;9;Waltendorf;M;6219
2011-02-01 00:00:00.000;9;Waltendorf;W;6809
2011-02-01 00:00:00.000;10;Ries;M;2895
2011-02-01 00:00:00.000;10;Ries;W;3622
2011-02-01 00:00:00.000;11;Mariatrost;M;4901
2011-02-01 00:00:00.000;11;Mariatrost;W;5427
2011-02-01 00:00:00.000;12;Andritz;M;9342
2011-02-01 00:00:00.000;12;Andritz;W;10062
2011-02-01 00:00:00.000;13;Gösting;M;5398
2011-02-01 00:00:00.000;13;Gösting;W;5694
2011-02-01 00:00:00.000;14;Eggenberg;M;9753
2011-02-01 00:00:00.000;14;Eggenberg;W;10728
2011-02-01 00:00:00.000;15;Wetzelsdorf;M;6996
2011-02-01 00:00:00.000;15;Wetzelsdorf;W;8124
2011-02-01 00:00:00.000;16;Straßgang;M;7267
2011-02-01 00:00:00.000;16;Straßgang;W;7625
2011-02-01 00:00:00.000;17;Puntigam;M;4013
2011-02-01 00:00:00.000;17;Puntigam;W;3664
2011-03-01 00:00:00.000;1;Innere Stadt;M;2133
2011-03-01 00:00:00.000;1;Innere Stadt;W;2013
2011-03-01 00:00:00.000;2;St.Leonhard;M;8588
2011-03-01 00:00:00.000;2;St.Leonhard;W;9158
2011-03-01 00:00:00.000;3;Geidorf;M;12762
2011-03-01 00:00:00.000;3;Geidorf;W;15066
2011-03-01 00:00:00.000;4;Lend;M;15349
2011-03-01 00:00:00.000;4;Lend;W;16175
2011-03-01 00:00:00.000;5;Gries;M;15081
2011-03-01 00:00:00.000;5;Gries;W;14147
2011-03-01 00:00:00.000;6;Jakomini;M;17594
2011-03-01 00:00:00.000;6;Jakomini;W;17545
2011-03-01 00:00:00.000;7;Liebenau;M;6747
2011-03-01 00:00:00.000;7;Liebenau;W;7224
2011-03-01 00:00:00.000;8;St.Peter;M;7460
2011-03-01 00:00:00.000;8;St.Peter;W;8224
2011-03-01 00:00:00.000;9;Waltendorf;M;6227
2011-03-01 00:00:00.000;9;Waltendorf;W;6798
2011-03-01 00:00:00.000;10;Ries;M;2903
2011-03-01 00:00:00.000;10;Ries;W;3620
2011-03-01 00:00:00.000;11;Mariatrost;M;4915
2011-03-01 00:00:00.000;11;Mariatrost;W;5425
2011-03-01 00:00:00.000;12;Andritz;M;9340
2011-03-01 00:00:00.000;12;Andritz;W;10084
2011-03-01 00:00:00.000;13;Gösting;M;5413
2011-03-01 00:00:00.000;13;Gösting;W;5702
2011-03-01 00:00:00.000;14;Eggenberg;M;9758
2011-03-01 00:00:00.000;14;Eggenberg;W;10748
2011-03-01 00:00:00.000;15;Wetzelsdorf;M;7011
2011-03-01 00:00:00.000;15;Wetzelsdorf;W;8104
2011-03-01 00:00:00.000;16;Straßgang;M;7284
2011-03-01 00:00:00.000;16;Straßgang;W;7621
2011-03-01 00:00:00.000;17;Puntigam;M;4023
2011-03-01 00:00:00.000;17;Puntigam;W;3684
2011-04-01 00:00:00.000;1;Innere Stadt;M;2130
2011-04-01 00:00:00.000;1;Innere Stadt;W;2017
2011-04-01 00:00:00.000;2;St.Leonhard;M;8605
2011-04-01 00:00:00.000;2;St.Leonhard;W;9180
2011-04-01 00:00:00.000;3;Geidorf;M;12771
2011-04-01 00:00:00.000;3;Geidorf;W;15068
2011-04-01 00:00:00.000;4;Lend;M;15357
2011-04-01 00:00:00.000;4;Lend;W;16212
2011-04-01 00:00:00.000;5;Gries;M;15161
2011-04-01 00:00:00.000;5;Gries;W;14118
2011-04-01 00:00:00.000;6;Jakomini;M;17595
2011-04-01 00:00:00.000;6;Jakomini;W;17521
2011-04-01 00:00:00.000;7;Liebenau;M;6755
2011-04-01 00:00:00.000;7;Liebenau;W;7203
2011-04-01 00:00:00.000;8;St.Peter;M;7478
2011-04-01 00:00:00.000;8;St.Peter;W;8229
2011-04-01 00:00:00.000;9;Waltendorf;M;6241
2011-04-01 00:00:00.000;9;Waltendorf;W;6794
2011-04-01 00:00:00.000;10;Ries;M;2916
2011-04-01 00:00:00.000;10;Ries;W;3609
2011-04-01 00:00:00.000;11;Mariatrost;M;4926
2011-04-01 00:00:00.000;11;Mariatrost;W;5430
2011-04-01 00:00:00.000;12;Andritz;M;9355
2011-04-01 00:00:00.000;12;Andritz;W;10078
2011-04-01 00:00:00.000;13;Gösting;M;5423
2011-04-01 00:00:00.000;13;Gösting;W;5717
2011-04-01 00:00:00.000;14;Eggenberg;M;9751
2011-04-01 00:00:00.000;14;Eggenberg;W;10750
2011-04-01 00:00:00.000;15;Wetzelsdorf;M;7002
2011-04-01 00:00:00.000;15;Wetzelsdorf;W;8098
2011-04-01 00:00:00.000;16;Straßgang;M;7285
2011-04-01 00:00:00.000;16;Straßgang;W;7633
2011-04-01 00:00:00.000;17;Puntigam;M;4042
2011-04-01 00:00:00.000;17;Puntigam;W;3698
2011-05-01 00:00:00.000;1;Innere Stadt;M;2136
2011-05-01 00:00:00.000;1;Innere Stadt;W;2007
2011-05-01 00:00:00.000;2;St.Leonhard;M;8603
2011-05-01 00:00:00.000;2;St.Leonhard;W;9186
2011-05-01 00:00:00.000;3;Geidorf;M;12750
2011-05-01 00:00:00.000;3;Geidorf;W;15030
2011-05-01 00:00:00.000;4;Lend;M;15385
2011-05-01 00:00:00.000;4;Lend;W;16216
2011-05-01 00:00:00.000;5;Gries;M;15187
2011-05-01 00:00:00.000;5;Gries;W;14102
2011-05-01 00:00:00.000;6;Jakomini;M;17593
2011-05-01 00:00:00.000;6;Jakomini;W;17550
2011-05-01 00:00:00.000;7;Liebenau;M;6755
2011-05-01 00:00:00.000;7;Liebenau;W;7210
2011-05-01 00:00:00.000;8;St.Peter;M;7465
2011-05-01 00:00:00.000;8;St.Peter;W;8223
2011-05-01 00:00:00.000;9;Waltendorf;M;6231
2011-05-01 00:00:00.000;9;Waltendorf;W;6798
2011-05-01 00:00:00.000;10;Ries;M;2913
2011-05-01 00:00:00.000;10;Ries;W;3610
2011-05-01 00:00:00.000;11;Mariatrost;M;4924
2011-05-01 00:00:00.000;11;Mariatrost;W;5429
2011-05-01 00:00:00.000;12;Andritz;M;9364
2011-05-01 00:00:00.000;12;Andritz;W;10085
2011-05-01 00:00:00.000;13;Gösting;M;5393
2011-05-01 00:00:00.000;13;Gösting;W;5708
2011-05-01 00:00:00.000;14;Eggenberg;M;9749
2011-05-01 00:00:00.000;14;Eggenberg;W;10743
2011-05-01 00:00:00.000;15;Wetzelsdorf;M;7033
2011-05-01 00:00:00.000;15;Wetzelsdorf;W;8103
2011-05-01 00:00:00.000;16;Straßgang;M;7288
2011-05-01 00:00:00.000;16;Straßgang;W;7643
2011-05-01 00:00:00.000;17;Puntigam;M;4036
2011-05-01 00:00:00.000;17;Puntigam;W;3697
2011-06-01 00:00:00.000;1;Innere Stadt;M;2123
2011-06-01 00:00:00.000;1;Innere Stadt;W;1997
2011-06-01 00:00:00.000;2;St.Leonhard;M;8609
2011-06-01 00:00:00.000;2;St.Leonhard;W;9187
2011-06-01 00:00:00.000;3;Geidorf;M;12764
2011-06-01 00:00:00.000;3;Geidorf;W;15000
2011-06-01 00:00:00.000;4;Lend;M;15359
2011-06-01 00:00:00.000;4;Lend;W;16164
2011-06-01 00:00:00.000;5;Gries;M;15211
2011-06-01 00:00:00.000;5;Gries;W;14085
2011-06-01 00:00:00.000;6;Jakomini;M;17573
2011-06-01 00:00:00.000;6;Jakomini;W;17532
2011-06-01 00:00:00.000;7;Liebenau;M;6765
2011-06-01 00:00:00.000;7;Liebenau;W;7221
2011-06-01 00:00:00.000;8;St.Peter;M;7460
2011-06-01 00:00:00.000;8;St.Peter;W;8220
2011-06-01 00:00:00.000;9;Waltendorf;M;6228
2011-06-01 00:00:00.000;9;Waltendorf;W;6808
2011-06-01 00:00:00.000;10;Ries;M;2928
2011-06-01 00:00:00.000;10;Ries;W;3596
2011-06-01 00:00:00.000;11;Mariatrost;M;4922
2011-06-01 00:00:00.000;11;Mariatrost;W;5438
2011-06-01 00:00:00.000;12;Andritz;M;9385
2011-06-01 00:00:00.000;12;Andritz;W;10118
2011-06-01 00:00:00.000;13;Gösting;M;5396
2011-06-01 00:00:00.000;13;Gösting;W;5716
2011-06-01 00:00:00.000;14;Eggenberg;M;9746
2011-06-01 00:00:00.000;14;Eggenberg;W;10726
2011-06-01 00:00:00.000;15;Wetzelsdorf;M;7022
2011-06-01 00:00:00.000;15;Wetzelsdorf;W;8118
2011-06-01 00:00:00.000;16;Straßgang;M;7300
2011-06-01 00:00:00.000;16;Straßgang;W;7649
2011-06-01 00:00:00.000;17;Puntigam;M;4051
2011-06-01 00:00:00.000;17;Puntigam;W;3694
2011-07-01 00:00:00.000;1;Innere Stadt;M;2130
2011-07-01 00:00:00.000;1;Innere Stadt;W;1993
2011-07-01 00:00:00.000;2;St.Leonhard;M;8588
2011-07-01 00:00:00.000;2;St.Leonhard;W;9157
2011-07-01 00:00:00.000;3;Geidorf;M;12720
2011-07-01 00:00:00.000;3;Geidorf;W;14908
2011-07-01 00:00:00.000;4;Lend;M;15325
2011-07-01 00:00:00.000;4;Lend;W;16087
2011-07-01 00:00:00.000;5;Gries;M;15184
2011-07-01 00:00:00.000;5;Gries;W;14104
2011-07-01 00:00:00.000;6;Jakomini;M;17519
2011-07-01 00:00:00.000;6;Jakomini;W;17456
2011-07-01 00:00:00.000;7;Liebenau;M;6797
2011-07-01 00:00:00.000;7;Liebenau;W;7245
2011-07-01 00:00:00.000;8;St.Peter;M;7455
2011-07-01 00:00:00.000;8;St.Peter;W;8252
2011-07-01 00:00:00.000;9;Waltendorf;M;6239
2011-07-01 00:00:00.000;9;Waltendorf;W;6839
2011-07-01 00:00:00.000;10;Ries;M;2936
2011-07-01 00:00:00.000;10;Ries;W;3596
2011-07-01 00:00:00.000;11;Mariatrost;M;4933
2011-07-01 00:00:00.000;11;Mariatrost;W;5448
2011-07-01 00:00:00.000;12;Andritz;M;9397
2011-07-01 00:00:00.000;12;Andritz;W;10118
2011-07-01 00:00:00.000;13;Gösting;M;5416
2011-07-01 00:00:00.000;13;Gösting;W;5716
2011-07-01 00:00:00.000;14;Eggenberg;M;9752
2011-07-01 00:00:00.000;14;Eggenberg;W;10709
2011-07-01 00:00:00.000;15;Wetzelsdorf;M;7032
2011-07-01 00:00:00.000;15;Wetzelsdorf;W;8126
2011-07-01 00:00:00.000;16;Straßgang;M;7303
2011-07-01 00:00:00.000;16;Straßgang;W;7634
2011-07-01 00:00:00.000;17;Puntigam;M;4077
2011-07-01 00:00:00.000;17;Puntigam;W;3716
2011-08-01 00:00:00.000;1;Innere Stadt;M;2122
2011-08-01 00:00:00.000;1;Innere Stadt;W;1997
2011-08-01 00:00:00.000;2;St.Leonhard;M;8570
2011-08-01 00:00:00.000;2;St.Leonhard;W;9103
2011-08-01 00:00:00.000;3;Geidorf;M;12690
2011-08-01 00:00:00.000;3;Geidorf;W;14849
2011-08-01 00:00:00.000;4;Lend;M;15271
2011-08-01 00:00:00.000;4;Lend;W;15981
2011-08-01 00:00:00.000;5;Gries;M;15215
2011-08-01 00:00:00.000;5;Gries;W;14059
2011-08-01 00:00:00.000;6;Jakomini;M;17497
2011-08-01 00:00:00.000;6;Jakomini;W;17404
2011-08-01 00:00:00.000;7;Liebenau;M;6801
2011-08-01 00:00:00.000;7;Liebenau;W;7261
2011-08-01 00:00:00.000;8;St.Peter;M;7451
2011-08-01 00:00:00.000;8;St.Peter;W;8269
2011-08-01 00:00:00.000;9;Waltendorf;M;6238
2011-08-01 00:00:00.000;9;Waltendorf;W;6846
2011-08-01 00:00:00.000;10;Ries;M;2937
2011-08-01 00:00:00.000;10;Ries;W;3590
2011-08-01 00:00:00.000;11;Mariatrost;M;4919
2011-08-01 00:00:00.000;11;Mariatrost;W;5445
2011-08-01 00:00:00.000;12;Andritz;M;9434
2011-08-01 00:00:00.000;12;Andritz;W;10146
2011-08-01 00:00:00.000;13;Gösting;M;5465
2011-08-01 00:00:00.000;13;Gösting;W;5774
2011-08-01 00:00:00.000;14;Eggenberg;M;9747
2011-08-01 00:00:00.000;14;Eggenberg;W;10696
2011-08-01 00:00:00.000;15;Wetzelsdorf;M;7071
2011-08-01 00:00:00.000;15;Wetzelsdorf;W;8141
2011-08-01 00:00:00.000;16;Straßgang;M;7348
2011-08-01 00:00:00.000;16;Straßgang;W;7687
2011-08-01 00:00:00.000;17;Puntigam;M;4076
2011-08-01 00:00:00.000;17;Puntigam;W;3737
2011-09-01 00:00:00.000;1;Innere Stadt;M;2135
2011-09-01 00:00:00.000;1;Innere Stadt;W;2005
2011-09-01 00:00:00.000;2;St.Leonhard;M;8538
2011-09-01 00:00:00.000;2;St.Leonhard;W;9092
2011-09-01 00:00:00.000;3;Geidorf;M;12703
2011-09-01 00:00:00.000;3;Geidorf;W;14826
2011-09-01 00:00:00.000;4;Lend;M;15220
2011-09-01 00:00:00.000;4;Lend;W;15920
2011-09-01 00:00:00.000;5;Gries;M;15276
2011-09-01 00:00:00.000;5;Gries;W;14051
2011-09-01 00:00:00.000;6;Jakomini;M;17441
2011-09-01 00:00:00.000;6;Jakomini;W;17349
